Auswertung fÃ¼r: V101220_Charakter_Daten.txt
Tenside: V101220 Mn: 618.283774980164 Mw: 709.1621952602341 PDI: 1.1469849670290728 EOGruppen: 6.772744525559491 CO2 Gruppen: 4.435487184900373 CO2 Gehalt: 27.52

Summe XI:0.9999999999992376 Summe WI0.9999999999992376
M/Z Relativ xi xi*Mi ni*MI wi=(ni*Mi)/SUMME(ni*MI) mi*wi
221.63 0.01 2.2808033901849184E-6 5.054944553666835E-4 2.2163 8.175767759438585E-7 1.8119954085243735E-4
221.66 0.01 2.2808033901849184E-6 5.05562879468389E-4 2.2166 8.176874437382831E-7 1.8124859877902784E-4
221.67 0.0 0.0 0.0 0.0 0.0 0.0
221.69 0.0 0.0 0.0 0.0 0.0 0.0
221.71 0.0 0.0 0.0 0.0 0.0 0.0
221.71 0.01 2.2808033901849184E-6 5.056769196378983E-4 2.2171000000000003 8.178718900623241E-7 1.8133037674571787E-4
221.72 0.0 0.0 0.0 0.0 0.0 0.0
221.75 0.0 0.0 0.0 0.0 0.0 0.0
221.75 0.0 0.0 0.0 0.0 0.0 0.0
221.75 0.0 0.0 0.0 0.0 0.0 0.0
221.76 0.0 0.0 0.0 0.0 0.0 0.0
221.77 0.0 0.0 0.0 0.0 0.0 0.0
221.78 0.01 2.2808033901849184E-6 5.058365758752112E-4 2.2178 8.181301149159813E-7 1.8144489688606634E-4
221.8 0.0 0.0 0.0 0.0 0.0 0.0
221.81 0.0 0.0 0.0 0.0 0.0 0.0
221.84 0.0 0.0 0.0 0.0 0.0 0.0
221.86 0.01 2.2808033901849184E-6 5.06019040146426E-4 2.2186000000000003 8.184252290344469E-7 1.8157582131358242E-4
221.89 0.01 2.2808033901849184E-6 5.060874642481315E-4 2.2189 8.185358968288715E-7 1.8162493014735827E-4
221.91 0.0 0.0 0.0 0.0 0.0 0.0
221.97 0.01 2.2808033901849184E-6 5.062699285193463E-4 2.2197 8.188310109473369E-7 1.8175591949998039E-4
221.98 0.0 0.0 0.0 0.0 0.0 0.0
222.02 0.0 0.0 0.0 0.0 0.0 0.0
222.06 0.01 2.2808033901849184E-6 5.06475200824463E-4 2.2206 8.191630143306106E-7 1.819033389622554E-4
222.08 0.0 0.0 0.0 0.0 0.0 0.0
222.11 0.0 0.0 0.0 0.0 0.0 0.0
222.11 0.01 2.2808033901849184E-6 5.065892409939723E-4 2.2211000000000003 8.193474606546516E-7 1.8198526448600467E-4
222.13 0.0 0.0 0.0 0.0 0.0 0.0
222.13 0.02 4.561606780369837E-6 0.0010132697141235518 4.4426 1.6388424783685356E-6 3.640360797200028E-4
222.16 0.0 0.0 0.0 0.0 0.0 0.0
222.22 0.01 2.2808033901849184E-6 5.068401293668926E-4 2.2222 8.197532425675416E-7 1.8216556556335909E-4
222.27 0.0 0.0 0.0 0.0 0.0 0.0
222.3 0.01 2.2808033901849184E-6 5.070225936381074E-4 2.2230000000000003 8.200483566860072E-7 1.8229674969129941E-4
222.32 0.0 0.0 0.0 0.0 0.0 0.0
222.33 0.01 2.2808033901849184E-6 5.07091017739813E-4 2.2233 8.201590244804317E-7 1.823459559127344E-4
222.34 0.01 2.2808033901849184E-6 5.071138257737147E-4 2.2234000000000003 8.201959137452399E-7 1.8236235946211663E-4
222.38 0.0 0.0 0.0 0.0 0.0 0.0
222.41 0.01 2.2808033901849184E-6 5.072734820110277E-4 2.2241 8.204541385988971E-7 1.8247720496578068E-4
222.49 0.0 0.0 0.0 0.0 0.0 0.0
222.49 0.01 2.2808033901849184E-6 5.074559462822425E-4 2.2249000000000003 8.207492527173628E-7 1.8260850123708605E-4
222.5 0.01 2.2808033901849184E-6 5.074787543161444E-4 2.225 8.207861419821709E-7 1.8262491659103302E-4
222.5 0.01 2.2808033901849184E-6 5.074787543161444E-4 2.225 8.207861419821709E-7 1.8262491659103302E-4
222.51 0.01 2.2808033901849184E-6 5.075015623500461E-4 2.2251 8.20823031246979E-7 1.8264133268276528E-4
222.53 0.01 2.2808033901849184E-6 5.075471784178498E-4 2.2253000000000003 8.208968097765955E-7 1.826741670795858E-4
222.54 0.0 0.0 0.0 0.0 0.0 0.0
222.58 0.0 0.0 0.0 0.0 0.0 0.0
222.58 0.0 0.0 0.0 0.0 0.0 0.0
222.6 0.01 2.2808033901849184E-6 5.077068346551628E-4 2.226 8.211550346302527E-7 1.8278911070869423E-4
222.62 0.01 2.2808033901849184E-6 5.077524507229665E-4 2.2262 8.212288131598691E-7 1.8282195838565006E-4
222.63 0.0 0.0 0.0 0.0 0.0 0.0
222.64 0.0 0.0 0.0 0.0 0.0 0.0
222.67 0.01 2.2808033901849184E-6 5.078664908924757E-4 2.2267 8.2141325948391E-7 1.8290409048928223E-4
222.68 0.01 2.2808033901849184E-6 5.078892989263777E-4 2.2268000000000003 8.214501487487184E-7 1.8292051912336462E-4
222.68 0.01 2.2808033901849184E-6 5.078892989263777E-4 2.2268000000000003 8.214501487487184E-7 1.8292051912336462E-4
222.71 0.01 2.2808033901849184E-6 5.079577230280832E-4 2.2271 8.215608165431428E-7 1.8296980945232334E-4
222.71 0.01 2.2808033901849184E-6 5.079577230280832E-4 2.2271 8.215608165431428E-7 1.8296980945232334E-4
222.72 0.01 2.2808033901849184E-6 5.07980531061985E-4 2.2272 8.215977058079509E-7 1.8298624103754683E-4
222.72 0.01 2.2808033901849184E-6 5.07980531061985E-4 2.2272 8.215977058079509E-7 1.8298624103754683E-4
222.76 0.01 2.2808033901849184E-6 5.080717631975924E-4 2.2276 8.217452628671836E-7 1.8305197475629382E-4
222.79 0.0 0.0 0.0 0.0 0.0 0.0
222.82 0.01 2.2808033901849184E-6 5.082086114010035E-4 2.2282 8.219665984560329E-7 1.8315059746797324E-4
222.86 0.0 0.0 0.0 0.0 0.0 0.0
222.91 0.01 2.2808033901849184E-6 5.084138837061201E-4 2.2291 8.222986018393065E-7 1.832985813359998E-4
222.93 0.0 0.0 0.0 0.0 0.0 0.0
222.93 0.01 2.2808033901849184E-6 5.084594997739239E-4 2.2293000000000003 8.22372380368923E-7 1.8333147475564401E-4
222.94 0.0 0.0 0.0 0.0 0.0 0.0
222.98 0.01 2.2808033901849184E-6 5.085735399434331E-4 2.2298 8.225568266929639E-7 1.8341372121599708E-4
222.99 0.0 0.0 0.0 0.0 0.0 0.0
222.99 0.0 0.0 0.0 0.0 0.0 0.0
223.02 0.0 0.0 0.0 0.0 0.0 0.0
223.02 0.01 2.2808033901849184E-6 5.086647720790405E-4 2.2302 8.227043837521966E-7 1.834795316644149E-4
223.05 0.0 0.0 0.0 0.0 0.0 0.0
223.06 0.01 2.2808033901849184E-6 5.087560042146479E-4 2.2306 8.228519408114293E-7 1.8354535391739742E-4
223.09 0.01 2.2808033901849184E-6 5.088244283163535E-4 2.2309 8.22962608605854E-7 1.8359472835387995E-4
223.1 0.22 5.01776745840682E-5 0.011194639199705616 49.082 1.8105988953154567E-5 0.004039446135448784
223.1 0.01 2.2808033901849184E-6 5.088472363502552E-4 2.231 8.229994978706621E-7 1.836111879749447E-4
223.11 0.0 0.0 0.0 0.0 0.0 0.0
223.12 0.05 1.1404016950924591E-5 0.002544464262090295 11.156 4.115366382001392E-6 9.182205471521507E-4
223.12 0.01 2.2808033901849184E-6 5.08892852418059E-4 2.2312000000000003 8.230732764002786E-7 1.8364410943043016E-4
223.12 0.01 2.2808033901849184E-6 5.08892852418059E-4 2.2312000000000003 8.230732764002786E-7 1.8364410943043016E-4
223.12 0.01 2.2808033901849184E-6 5.08892852418059E-4 2.2312000000000003 8.230732764002786E-7 1.8364410943043016E-4
223.13 0.0 0.0 0.0 0.0 0.0 0.0
223.13 0.01 2.2808033901849184E-6 5.089156604519608E-4 2.2313 8.231101656650867E-7 1.8366057126485079E-4
223.16 0.01 2.2808033901849184E-6 5.089840845536663E-4 2.2316 8.232208334595111E-7 1.837099611948245E-4
223.17 0.01 2.2808033901849184E-6 5.090068925875682E-4 2.2317 8.232577227243193E-7 1.8372642598038632E-4
223.19 0.01 2.2808033901849184E-6 5.090525086553719E-4 2.2319 8.233315012539358E-7 1.837593577648659E-4
223.21 0.01 2.2808033901849184E-6 5.090981247231756E-4 2.2321 8.234052797835521E-7 1.8379229250048667E-4
223.22 0.01 2.2808033901849184E-6 5.091209327570775E-4 2.2322 8.234421690483604E-7 1.83808760974975E-4
223.23 0.0 0.0 0.0 0.0 0.0 0.0
223.26 0.0 0.0 0.0 0.0 0.0 0.0
223.26 0.01 2.2808033901849184E-6 5.092121648926849E-4 2.2326 8.235897261075931E-7 1.8387464225078123E-4
223.26 0.0 0.0 0.0 0.0 0.0 0.0
223.3 0.0 0.0 0.0 0.0 0.0 0.0
223.34 0.0 0.0 0.0 0.0 0.0 0.0
223.38 0.01 2.2808033901849184E-6 5.09485861299507E-4 2.2338 8.240323972852914E-7 1.8407235690558839E-4
223.39 0.0 0.0 0.0 0.0 0.0 0.0
223.39 0.0 0.0 0.0 0.0 0.0 0.0
223.41 0.0 0.0 0.0 0.0 0.0 0.0
223.43 0.01 2.2808033901849184E-6 5.095999014690163E-4 2.2343 8.242168436093323E-7 1.8415476936763312E-4
223.47 0.01 2.2808033901849184E-6 5.096911336046237E-4 2.2347 8.24364400668565E-7 1.8422071261740424E-4
223.48 0.0 0.0 0.0 0.0 0.0 0.0
223.49 0.01 2.2808033901849184E-6 5.097367496724274E-4 2.2349 8.244381791981815E-7 1.8425368866900157E-4
223.5 0.01 2.2808033901849184E-6 5.097595577063293E-4 2.235 8.244750684629896E-7 1.8427017780147818E-4
223.51 0.0 0.0 0.0 0.0 0.0 0.0
223.52 0.0 0.0 0.0 0.0 0.0 0.0
223.54 0.0 0.0 0.0 0.0 0.0 0.0
223.55 0.0 0.0 0.0 0.0 0.0 0.0
223.56 0.0 0.0 0.0 0.0 0.0 0.0
223.56 0.01 2.2808033901849184E-6 5.098964059097403E-4 2.2356000000000003 8.246964040518388E-7 1.843691280898291E-4
223.58 0.0 0.0 0.0 0.0 0.0 0.0
223.59 0.01 2.2808033901849184E-6 5.099648300114459E-4 2.2359 8.248070718462633E-7 1.84418613194106E-4
223.6 0.01 2.2808033901849184E-6 5.099876380453477E-4 2.236 8.248439611110715E-7 1.8443510970443558E-4
223.61 0.0 0.0 0.0 0.0 0.0 0.0
223.65 0.01 2.2808033901849184E-6 5.10101678214857E-4 2.2365 8.250284074351123E-7 1.8451760332286287E-4
223.67 0.01 2.2808033901849184E-6 5.101472942826607E-4 2.2367 8.251021859647287E-7 1.8455060593473087E-4
223.67 0.0 0.0 0.0 0.0 0.0 0.0
223.7 0.0 0.0 0.0 0.0 0.0 0.0
223.71 0.01 2.2808033901849184E-6 5.102385264182681E-4 2.2371000000000003 8.252497430239616E-7 1.8461662001189046E-4
223.73 0.01 2.2808033901849184E-6 5.102841424860717E-4 2.2373 8.253235215535778E-7 1.8464963147718196E-4
223.73 0.01 2.2808033901849184E-6 5.102841424860717E-4 2.2373 8.253235215535778E-7 1.8464963147718196E-4
223.81 0.01 2.2808033901849184E-6 5.104666067572866E-4 2.2381 8.256186356720435E-7 1.8478170684976006E-4
223.84 0.0 0.0 0.0 0.0 0.0 0.0
223.86 0.0 0.0 0.0 0.0 0.0 0.0
223.86 0.01 2.2808033901849184E-6 5.105806469267958E-4 2.2386000000000004 8.258030819960844E-7 1.8486427793564346E-4
223.89 0.01 2.2808033901849184E-6 5.106490710285013E-4 2.2389 8.25913749790509E-7 1.8491382944059705E-4
223.95 0.01 2.2808033901849184E-6 5.107859192319124E-4 2.2395 8.26135085379358E-7 1.8501295237070722E-4
223.96 0.01 2.2808033901849184E-6 5.108087272658144E-4 2.2396000000000003 8.261719746441662E-7 1.8502947544130746E-4
223.96 0.01 2.2808033901849184E-6 5.108087272658144E-4 2.2396000000000003 8.261719746441662E-7 1.8502947544130746E-4
223.97 0.01 2.2808033901849184E-6 5.108315352997161E-4 2.2397 8.262088639089743E-7 1.8504599924969297E-4
223.99 0.06 1.3684820341109508E-5 0.0030652629082051188 13.439400000000001 4.957695854631545E-6 0.0011104742944789197
223.99 0.0 0.0 0.0 0.0 0.0 0.0
224.02 0.01 2.2808033901849184E-6 5.109455754692254E-4 2.2402 8.263933102330154E-7 1.8512862935840012E-4
224.06 0.0 0.0 0.0 0.0 0.0 0.0
224.08 0.0 0.0 0.0 0.0 0.0 0.0
224.08 0.0 0.0 0.0 0.0 0.0 0.0
224.09 0.01 2.2808033901849184E-6 5.111052317065384E-4 2.2409 8.266515350866726E-7 1.8524434249757245E-4
224.1 0.01 2.2808033901849184E-6 5.111280397404402E-4 2.241 8.266884243514809E-7 1.8526087589716686E-4
224.12 0.01 2.2808033901849184E-6 5.111736558082439E-4 2.2412 8.267622028810972E-7 1.852939449097115E-4
224.12 0.01 2.2808033901849184E-6 5.111736558082439E-4 2.2412 8.267622028810972E-7 1.852939449097115E-4
224.13 0.01 2.2808033901849184E-6 5.111964638421458E-4 2.2413 8.267990921459053E-7 1.8531048052266175E-4
224.13 0.0 0.0 0.0 0.0 0.0 0.0
224.14 0.0 0.0 0.0 0.0 0.0 0.0
224.14 0.01 2.2808033901849184E-6 5.112192718760475E-4 2.2414 8.268359814107136E-7 1.8532701687339734E-4
224.14 0.01 2.2808033901849184E-6 5.112192718760475E-4 2.2414 8.268359814107136E-7 1.8532701687339734E-4
224.15 0.01 2.2808033901849184E-6 5.112420799099495E-4 2.2415000000000003 8.268728706755218E-7 1.8534355396191822E-4
224.16 0.0 0.0 0.0 0.0 0.0 0.0
224.16 0.01 2.2808033901849184E-6 5.112648879438512E-4 2.2416 8.269097599403299E-7 1.8536009178822435E-4
224.16 0.01 2.2808033901849184E-6 5.112648879438512E-4 2.2416 8.269097599403299E-7 1.8536009178822435E-4
224.18 0.0 0.0 0.0 0.0 0.0 0.0
224.21 0.0 0.0 0.0 0.0 0.0 0.0
224.21 0.01 2.2808033901849184E-6 5.113789281133605E-4 2.2421 8.27094206264371E-7 1.854427919865346E-4
224.22 0.0 0.0 0.0 0.0 0.0 0.0
224.22 0.0 0.0 0.0 0.0 0.0 0.0
224.27 0.01 2.2808033901849184E-6 5.115157763167716E-4 2.2427 8.2731554185322E-7 1.8554205657142167E-4
224.29 0.01 2.2808033901849184E-6 5.115613923845754E-4 2.2429 8.273893203828365E-7 1.855751506686664E-4
224.31 0.01 2.2808033901849184E-6 5.116070084523791E-4 2.2431 8.274630989124528E-7 1.8560824771705228E-4
224.35 0.0 0.0 0.0 0.0 0.0 0.0
224.37 0.01 2.2808033901849184E-6 5.117438566557902E-4 2.2437 8.276844345013018E-7 1.857075565690571E-4
224.37 0.01 2.2808033901849184E-6 5.117438566557902E-4 2.2437 8.276844345013018E-7 1.857075565690571E-4
224.37 0.0 0.0 0.0 0.0 0.0 0.0
224.38 0.0 0.0 0.0 0.0 0.0 0.0
224.42 0.01 2.2808033901849184E-6 5.118578968252994E-4 2.2441999999999998 8.278688808253427E-7 1.857903342348234E-4
224.46 0.0 0.0 0.0 0.0 0.0 0.0
224.46 0.01 2.2808033901849184E-6 5.119491289609068E-4 2.2446 8.280164378845756E-7 1.8585656964757185E-4
224.48 0.0 0.0 0.0 0.0 0.0 0.0
224.49 0.0 0.0 0.0 0.0 0.0 0.0
224.51 0.01 2.2808033901849184E-6 5.12063169130416E-4 2.2451 8.282008842086165E-7 1.8593938051367649E-4
224.51 0.01 2.2808033901849184E-6 5.12063169130416E-4 2.2451 8.282008842086165E-7 1.8593938051367649E-4
224.52 0.0 0.0 0.0 0.0 0.0 0.0
224.53 0.0 0.0 0.0 0.0 0.0 0.0
224.54 0.01 2.2808033901849184E-6 5.121315932321215E-4 2.2454 8.283115520030411E-7 1.8598907588676284E-4
224.56 0.01 2.2808033901849184E-6 5.121772092999253E-4 2.2456 8.283853305326574E-7 1.8602220982441356E-4
224.57 0.0 0.0 0.0 0.0 0.0 0.0
224.59 0.14 3.1931247462588855E-5 0.007171438867622831 31.442600000000002 1.1598943976579148E-5 0.0026050068276999108
224.59 0.01 2.2808033901849184E-6 5.122456334016308E-4 2.2459000000000002 8.284959983270821E-7 1.8607191626427938E-4
224.6 0.0 0.0 0.0 0.0 0.0 0.0
224.65 0.0 0.0 0.0 0.0 0.0 0.0
224.66 0.0 0.0 0.0 0.0 0.0 0.0
224.67 0.0 0.0 0.0 0.0 0.0 0.0
224.74 0.01 2.2808033901849184E-6 5.125877539101586E-4 2.2474000000000003 8.290493372992049E-7 1.8632054806462333E-4
224.75 0.0 0.0 0.0 0.0 0.0 0.0
224.76 0.01 2.2808033901849184E-6 5.126333699779622E-4 2.2476 8.291231158288211E-7 1.8635371151368583E-4
224.79 0.01 2.2808033901849184E-6 5.127017940796678E-4 2.2479 8.292337836232458E-7 1.864034622206694E-4
224.82 0.0 0.0 0.0 0.0 0.0 0.0
224.83 0.01 2.2808033901849184E-6 5.127930262152752E-4 2.2483 8.293813406824785E-7 1.8646980682564165E-4
224.83 0.0 0.0 0.0 0.0 0.0 0.0
224.87 0.0 0.0 0.0 0.0 0.0 0.0
224.88 0.0 0.0 0.0 0.0 0.0 0.0
224.88 0.01 2.2808033901849184E-6 5.129070663847844E-4 2.2488 8.295657870065195E-7 1.865527541820261E-4
224.91 0.0 0.0 0.0 0.0 0.0 0.0
224.95 0.01 2.2808033901849184E-6 5.130667226220973E-4 2.2495 8.298240118601767E-7 1.8666891146794674E-4
224.98 0.0 0.0 0.0 0.0 0.0 0.0
224.99 0.01 2.2808033901849184E-6 5.131579547577048E-4 2.2499000000000002 8.299715689194096E-7 1.8673530329117797E-4
224.99 0.0 0.0 0.0 0.0 0.0 0.0
224.99 0.0 0.0 0.0 0.0 0.0 0.0
225.0 0.01 2.2808033901849184E-6 5.131807627916066E-4 2.25 8.300084581842177E-7 1.8675190309144898E-4
225.01 0.01 2.2808033901849184E-6 5.132035708255084E-4 2.2500999999999998 8.300453474490258E-7 1.8676850362950529E-4
225.03 0.0 0.0 0.0 0.0 0.0 0.0
225.04 0.0 0.0 0.0 0.0 0.0 0.0
225.05 0.0 0.0 0.0 0.0 0.0 0.0
225.07 0.0 0.0 0.0 0.0 0.0 0.0
225.09 0.0 0.0 0.0 0.0 0.0 0.0
225.09 0.03 6.842410170554754E-6 0.0015401581052901696 6.7527 2.491021384702474E-6 5.607040034826799E-4
225.1 0.01 2.2808033901849184E-6 5.134088431306251E-4 2.251 8.303773508322995E-7 1.869179416723506E-4
225.1 0.01 2.2808033901849184E-6 5.134088431306251E-4 2.251 8.303773508322995E-7 1.869179416723506E-4
225.1 0.0 0.0 0.0 0.0 0.0 0.0
225.11 0.0 0.0 0.0 0.0 0.0 0.0
225.11 0.01 2.2808033901849184E-6 5.13431651164527E-4 2.2511 8.304142400971078E-7 1.8693454958825995E-4
225.12 0.01 2.2808033901849184E-6 5.134544591984288E-4 2.2512000000000003 8.304511293619161E-7 1.8695115824195457E-4
225.12 0.01 2.2808033901849184E-6 5.134544591984288E-4 2.2512000000000003 8.304511293619161E-7 1.8695115824195457E-4
225.12 0.01 2.2808033901849184E-6 5.134544591984288E-4 2.2512000000000003 8.304511293619161E-7 1.8695115824195457E-4
225.13 0.0 0.0 0.0 0.0 0.0 0.0
225.15 0.0 0.0 0.0 0.0 0.0 0.0
225.15 0.13 2.9650444072403936E-5 0.006675797482901746 29.2695 1.0797303363032427E-5 0.002431012852186751
225.15 0.0 0.0 0.0 0.0 0.0 0.0
225.21 0.0 0.0 0.0 0.0 0.0 0.0
225.23 0.0 0.0 0.0 0.0 0.0 0.0
225.23 0.0 0.0 0.0 0.0 0.0 0.0
225.25 0.0 0.0 0.0 0.0 0.0 0.0
225.25 0.01 2.2808033901849184E-6 5.137509636391528E-4 2.2525 8.309306898044223E-7 1.8716713787844612E-4
225.28 0.0 0.0 0.0 0.0 0.0 0.0
225.3 0.01 2.2808033901849184E-6 5.138650038086621E-4 2.253 8.311151361284634E-7 1.8725024016974282E-4
225.31 0.01 2.2808033901849184E-6 5.13887811842564E-4 2.2531 8.311520253932715E-7 1.87266862841358E-4
225.32 0.0 0.0 0.0 0.0 0.0 0.0
225.38 0.01 2.2808033901849184E-6 5.140474680798768E-4 2.2538 8.314102502469289E-7 1.8738324220065282E-4
225.39 0.01 2.2808033901849184E-6 5.140702761137787E-4 2.2539 8.31447139511737E-7 1.8739987077455038E-4
225.4 0.0 0.0 0.0 0.0 0.0 0.0
225.42 0.0 0.0 0.0 0.0 0.0 0.0
225.43 0.01 2.2808033901849184E-6 5.141615082493861E-4 2.2543 8.315946965709698E-7 1.8746639244799374E-4
225.47 0.0 0.0 0.0 0.0 0.0 0.0
225.49 0.01 2.2808033901849184E-6 5.142983564527972E-4 2.2549 8.31816032159819E-7 1.8756619709171758E-4
225.51 0.0 0.0 0.0 0.0 0.0 0.0
225.55 0.0 0.0 0.0 0.0 0.0 0.0
225.56 0.01 2.2808033901849184E-6 5.144580126901102E-4 2.2556000000000003 8.320742570134762E-7 1.876826694119597E-4
225.58 0.01 2.2808033901849184E-6 5.145036287579139E-4 2.2558000000000002 8.321480355430927E-7 1.8771595385781085E-4
225.6 0.0 0.0 0.0 0.0 0.0 0.0
225.61 0.01 2.2808033901849184E-6 5.145720528596195E-4 2.2561 8.322587033375171E-7 1.8776588605997724E-4
225.62 0.0 0.0 0.0 0.0 0.0 0.0
225.63 0.01 2.2808033901849184E-6 5.146176689274231E-4 2.2563 8.323324818671335E-7 1.8779917788368133E-4
225.68 0.0 0.0 0.0 0.0 0.0 0.0
225.75 0.01 2.2808033901849184E-6 5.148913653342453E-4 2.2575 8.327751530448317E-7 1.8799899079987076E-4
225.75 0.01 2.2808033901849184E-6 5.148913653342453E-4 2.2575 8.327751530448317E-7 1.8799899079987076E-4
225.77 0.01 2.2808033901849184E-6 5.149369814020491E-4 2.2577000000000003 8.328489315744483E-7 1.880323032815632E-4
225.83 0.01 2.2808033901849184E-6 5.150738296054602E-4 2.2583 8.330702671632973E-7 1.8813225843348745E-4
225.85 0.01 2.2808033901849184E-6 5.151194456732638E-4 2.2585 8.331440456929137E-7 1.8816558271974457E-4
225.87 0.0 0.0 0.0 0.0 0.0 0.0
225.88 0.0 0.0 0.0 0.0 0.0 0.0
225.9 0.01 2.2808033901849184E-6 5.15233485842773E-4 2.259 8.333284920169545E-7 1.8824890634663E-4
225.9 0.01 2.2808033901849184E-6 5.15233485842773E-4 2.259 8.333284920169545E-7 1.8824890634663E-4
225.92 0.0 0.0 0.0 0.0 0.0 0.0
225.99 0.01 2.2808033901849184E-6 5.154387581478897E-4 2.2599 8.336604954002283E-7 1.8839893535549759E-4
226.02 0.01 2.2808033901849184E-6 5.155071822495953E-4 2.2602 8.337711631946529E-7 1.8844895830525546E-4
226.09 0.01 2.2808033901849184E-6 5.156668384869082E-4 2.2609 8.340293880483101E-7 1.8856570434384241E-4
226.09 0.01 2.2808033901849184E-6 5.156668384869082E-4 2.2609 8.340293880483101E-7 1.8856570434384241E-4
226.11 0.01 2.2808033901849184E-6 5.157124545547119E-4 2.2611000000000003 8.341031665779266E-7 1.88599066994935E-4
226.12 0.0 0.0 0.0 0.0 0.0 0.0
226.15 0.01 2.2808033901849184E-6 5.158036866903193E-4 2.2615000000000003 8.342507236371593E-7 1.8866580115054358E-4
226.16 0.0 0.0 0.0 0.0 0.0 0.0
226.16 0.01 2.2808033901849184E-6 5.158264947242212E-4 2.2616 8.342876129019674E-7 1.8868248653390894E-4
226.23 0.0 0.0 0.0 0.0 0.0 0.0
226.23 0.0 0.0 0.0 0.0 0.0 0.0
226.29 0.01 2.2808033901849184E-6 5.161229991649452E-4 2.2629 8.347671733444739E-7 1.8889946365612098E-4
226.33 0.0 0.0 0.0 0.0 0.0 0.0
226.33 0.01 2.2808033901849184E-6 5.162142313005526E-4 2.2633 8.349147304037066E-7 1.889662509322709E-4
226.36 0.01 2.2808033901849184E-6 5.162826554022581E-4 2.2636000000000003 8.350253981981312E-7 1.89016349136129E-4
226.37 0.01 2.2808033901849184E-6 5.1630546343616E-4 2.2637 8.350622874629393E-7 1.8903305001298558E-4
226.38 0.0 0.0 0.0 0.0 0.0 0.0
226.39 0.01 2.2808033901849184E-6 5.163510795039636E-4 2.2639 8.351360659925558E-7 1.890664539800547E-4
226.45 0.0 0.0 0.0 0.0 0.0 0.0
226.57 0.01 2.2808033901849184E-6 5.16761624114197E-4 2.2657 8.35800072759103E-7 1.8936722248502998E-4
226.59 0.0 0.0 0.0 0.0 0.0 0.0
226.59 0.0 0.0 0.0 0.0 0.0 0.0
226.59 0.0 0.0 0.0 0.0 0.0 0.0
226.6 0.01 2.2808033901849184E-6 5.168300482159025E-4 2.266 8.359107405535277E-7 1.8941737380942937E-4
226.62 0.0 0.0 0.0 0.0 0.0 0.0
226.65 0.01 2.2808033901849184E-6 5.169440883854118E-4 2.2665 8.360951868775687E-7 1.8950097410580096E-4
226.65 0.0 0.0 0.0 0.0 0.0 0.0
226.67 0.01 2.2808033901849184E-6 5.169897044532154E-4 2.2666999999999997 8.361689654071848E-7 1.8953441938884659E-4
226.68 0.01 2.2808033901849184E-6 5.170125124871173E-4 2.2668 8.362058546719932E-7 1.8955114313704742E-4
226.68 0.0 0.0 0.0 0.0 0.0 0.0
226.69 0.01 2.2808033901849184E-6 5.170353205210191E-4 2.2669 8.362427439368014E-7 1.895678676230335E-4
226.71 0.01 2.2808033901849184E-6 5.170809365888228E-4 2.2671 8.363165224664178E-7 1.896013188083616E-4
226.71 0.01 2.2808033901849184E-6 5.170809365888228E-4 2.2671 8.363165224664178E-7 1.896013188083616E-4
226.76 0.0 0.0 0.0 0.0 0.0 0.0
226.76 0.01 2.2808033901849184E-6 5.171949767583321E-4 2.2676 8.365009687904586E-7 1.896849596829244E-4
226.76 0.0 0.0 0.0 0.0 0.0 0.0
226.78 0.01 2.2808033901849184E-6 5.172405928261358E-4 2.2678000000000003 8.365747473200752E-7 1.8971842119724664E-4
226.8 0.01 2.2808033901849184E-6 5.172862088939395E-4 2.2680000000000002 8.366485258496915E-7 1.8975188566271005E-4
226.84 0.01 2.2808033901849184E-6 5.173774410295469E-4 2.2684 8.367960829089242E-7 1.8981882344706037E-4
226.86 0.01 2.2808033901849184E-6 5.174230570973506E-4 2.2686 8.368698614385406E-7 1.8985229676594733E-4
226.88 0.0 0.0 0.0 0.0 0.0 0.0
226.88 0.01 2.2808033901849184E-6 5.174686731651542E-4 2.2688 8.36943639968157E-7 1.8988577303597544E-4
226.88 0.0 0.0 0.0 0.0 0.0 0.0
226.91 0.0 0.0 0.0 0.0 0.0 0.0
226.95 0.0 0.0 0.0 0.0 0.0 0.0
226.95 0.02 4.561606780369837E-6 0.0010352566588049345 4.539 1.6744037296436285E-6 3.8000592644262145E-4
226.96 0.0 0.0 0.0 0.0 0.0 0.0
226.97 0.0 0.0 0.0 0.0 0.0 0.0
226.98 0.01 2.2808033901849184E-6 5.176967535041728E-4 2.2698 8.373125326162389E-7 1.900531986532339E-4
227.0 0.0 0.0 0.0 0.0 0.0 0.0
227.01 0.0 0.0 0.0 0.0 0.0 0.0
227.03 0.0 0.0 0.0 0.0 0.0 0.0
227.06 0.0 0.0 0.0 0.0 0.0 0.0
227.08 0.01 2.2808033901849184E-6 5.179248338431913E-4 2.2708000000000004 8.376814252643208E-7 1.9022069804902196E-4
227.08 0.07 1.5965623731294428E-5 0.003625473836902339 15.895600000000002 5.863769976850246E-6 0.0013315448863431539
227.08 0.0 0.0 0.0 0.0 0.0 0.0
227.1 0.01 2.2808033901849184E-6 5.179704499109949E-4 2.271 8.37755203793937E-7 1.9025420678160307E-4
227.12 0.0 0.0 0.0 0.0 0.0 0.0
227.13 0.04 9.123213560739673E-6 0.002072155496050802 9.0852 3.3514634863534464E-6 7.612179016554583E-4
